defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,Assembly_Station,Shift,Inspector_ID,Defect_Present,Total_Units_Produced,Units_Passed_First_Time,Units_Reworked,Units_Rejected,Specific_Defect_Type,Root_Cause,Corrective_Action,Preventive_Action,Implementation_Status,Defect_Risk_Probability
468,98,Functional,11/25/2025,Internal,Minor,Visual Inspection,791.72,dial,3,I-103,1,121,94,5,22,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8077
469,90,Functional,12/28/2025,Surface,Moderate,Manual Testing,15.1,dial,3,I-102,1,312,228,35,49,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8221
470,76,Structural,10/23/2025,Component,Minor,Visual Inspection,466.92,movement,1,I-104,1,409,394,56,-41,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8475
471,89,Cosmetic,11/23/2025,Internal,Minor,Manual Testing,833.02,dial,1,I-102,0,248,228,6,14,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8475
472,43,Functional,11/23/2025,Internal,Critical,Visual Inspection,907.98,movement,3,I-102,1,340,282,14,44,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7955
473,38,Structural,10/26/2025,Internal,Minor,Manual Testing,652.85,strap,2,I-102,1,371,349,42,-20,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7565
474,62,Cosmetic,10/05/2025,Component,Moderate,Automated Testing,618.88,movement,1,I-103,1,158,121,7,30,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8095
475,97,Cosmetic,11/15/2025,Surface,Moderate,Manual Testing,140.36,strap,3,I-101,0,386,347,37,2,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.6538
476,86,Cosmetic,10/02/2025,Internal,Critical,Visual Inspection,683.68,movement,2,I-101,1,301,282,6,13,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7398
477,38,Functional,10/24/2025,Component,Critical,Visual Inspection,613.47,dial,1,I-102,1,131,104,9,18,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8475
478,58,Functional,09/18/2025,Surface,Moderate,Visual Inspection,895.11,movement,2,I-101,0,261,238,29,-6,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7398
479,32,Cosmetic,02/06/2026,Component,Critical,Visual Inspection,515.94,dial,3,I-101,1,354,277,37,40,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.755
480,78,Functional,09/07/2025,Internal,Minor,Automated Testing,293.09,movement,1,I-102,1,353,276,43,34,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8238
481,66,Cosmetic,02/01/2026,Surface,Critical,Automated Testing,689.42,movement,2,I-102,1,108,78,14,16,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.81
482,68,Structural,02/15/2026,Surface,Critical,Visual Inspection,148.53,case,1,I-104,1,238,195,28,15,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8621
483,10,Structural,10/18/2025,Component,Moderate,Visual Inspection,933.3,dial,2,I-101,1,109,98,11,0,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7716
484,77,Cosmetic,10/11/2025,Internal,Minor,Manual Testing,336.75,case,3,I-103,1,313,301,4,8,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.799
485,50,Structural,10/30/2025,Surface,Minor,Manual Testing,223.73,dial,3,I-102,1,372,323,31,18,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8221
486,97,Cosmetic,11/28/2025,Internal,Critical,Automated Testing,236.47,case,1,I-104,0,423,398,6,19,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8621
487,26,Cosmetic,11/12/2025,Internal,Critical,Manual Testing,647.11,strap,2,I-103,1,147,136,18,-7,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7384
488,51,Cosmetic,12/04/2025,Surface,Minor,Automated Testing,268.57,movement,1,I-101,1,210,157,11,42,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7571
489,57,Cosmetic,01/09/2026,Internal,Minor,Visual Inspection,405.89,dial,1,I-104,1,252,210,22,20,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8685
490,12,Functional,11/10/2025,Internal,Minor,Manual Testing,643.98,dial,2,I-102,1,222,162,10,50,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8352
491,90,Functional,10/20/2025,Internal,Critical,Manual Testing,183.11,movement,2,I-103,0,456,406,54,-4,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7948
492,79,Functional,12/21/2025,Component,Moderate,Visual Inspection,878.64,dial,2,I-102,1,201,194,26,-19,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8352
493,58,Functional,02/08/2026,Component,Critical,Manual Testing,702.09,dial,3,I-101,1,340,251,22,67,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.755
494,31,Structural,10/31/2025,Internal,Critical,Visual Inspection,823.59,case,1,I-103,1,420,380,54,-14,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8269
495,49,Structural,09/28/2025,Surface,Moderate,Automated Testing,294.56,dial,1,I-101,1,290,254,13,23,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7874
496,6,Functional,09/16/2025,Internal,Critical,Visual Inspection,533.14,strap,3,I-101,1,316,272,26,18,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.6538
497,49,Functional,11/27/2025,Component,Critical,Visual Inspection,975.5,strap,2,I-104,0,150,121,19,10,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.7869
498,87,Cosmetic,02/16/2026,Internal,Moderate,Visual Inspection,707.21,movement,3,I-102,1,391,312,21,58,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7955
499,60,Cosmetic,12/01/2025,Surface,Moderate,Visual Inspection,775.91,dial,3,I-103,0,180,128,25,27,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8077
500,100,Functional,12/19/2025,Surface,Moderate,Manual Testing,617.36,movement,3,I-101,0,482,366,13,103,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7216
501,46,Structural,09/13/2025,Surface,Minor,Visual Inspection,922.52,strap,1,I-101,1,187,131,2,54,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.6943
502,62,Structural,12/26/2025,Surface,Minor,Automated Testing,81.91,dial,3,I-103,1,293,252,40,1,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8077
503,91,Cosmetic,02/12/2026,Surface,Critical,Manual Testing,40.19,dial,1,I-101,1,203,148,3,52,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.7874
504,74,Cosmetic,01/25/2026,Internal,Moderate,Manual Testing,943.79,movement,1,I-104,1,370,349,55,-34,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8475
505,92,Structural,12/11/2025,Surface,Minor,Visual Inspection,411.9,strap,1,I-104,1,195,165,27,3,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8019
506,66,Structural,01/04/2026,Internal,Critical,Visual Inspection,759.53,dial,2,I-104,1,478,428,13,37,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8576
507,81,Cosmetic,09/15/2025,Component,Critical,Manual Testing,368.11,movement,1,I-104,1,297,242,25,30,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8475
508,41,Functional,12/04/2025,Surface,Moderate,Visual Inspection,27.9,strap,1,I-101,0,100,85,3,12,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.6943
509,91,Structural,12/21/2025,Internal,Critical,Automated Testing,670.09,movement,2,I-103,1,477,459,33,-15,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7948
510,35,Functional,01/23/2026,Internal,Critical,Automated Testing,790.76,case,1,I-103,1,266,192,4,70,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8269
511,12,Cosmetic,02/19/2026,Internal,Moderate,Manual Testing,769.88,dial,3,I-103,1,225,173,9,43,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8077
512,77,Cosmetic,01/05/2026,Internal,Critical,Automated Testing,262.6,case,3,I-103,1,412,378,25,9,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.799
513,11,Cosmetic,11/22/2025,Surface,Moderate,Visual Inspection,520.44,strap,1,I-102,1,180,130,12,38,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7731
514,93,Structural,01/18/2026,Component,Minor,Visual Inspection,624.75,case,2,I-103,1,350,252,51,47,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8134
515,3,Structural,11/21/2025,Internal,Moderate,Manual Testing,496.27,case,3,I-102,1,268,214,32,22,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8139
516,43,Functional,02/19/2026,Component,Moderate,Automated Testing,368.54,strap,2,I-102,1,172,124,19,29,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7565
517,88,Cosmetic,02/11/2026,Internal,Moderate,Manual Testing,942.94,movement,2,I-104,1,240,207,20,13,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8352
518,4,Cosmetic,11/27/2025,Internal,Critical,Automated Testing,449.63,case,3,I-102,1,169,129,21,19,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8139
519,96,Functional,02/17/2026,Internal,Critical,Manual Testing,117.82,movement,2,I-101,0,361,343,20,-2,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7398
520,75,Functional,01/11/2026,Internal,Critical,Visual Inspection,300.05,case,3,I-102,0,439,403,47,-11,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8139
521,86,Structural,09/07/2025,Surface,Critical,Visual Inspection,975.1,movement,2,I-104,1,407,364,60,-17,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8352
522,70,Structural,09/13/2025,Surface,Critical,Manual Testing,74.36,strap,3,I-102,1,344,300,18,26,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7391
523,6,Functional,09/08/2025,Component,Moderate,Automated Testing,924.05,case,1,I-101,1,102,96,10,-4,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7781
524,14,Cosmetic,10/11/2025,Surface,Minor,Visual Inspection,132.39,strap,3,I-101,1,436,332,55,49,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.6538
525,77,Functional,10/25/2025,Surface,Critical,Manual Testing,893.77,case,3,I-101,0,162,153,22,-13,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7446
526,65,Structural,10/11/2025,Surface,Minor,Manual Testing,142.64,strap,3,I-104,1,148,136,16,-4,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.771
527,70,Structural,12/19/2025,Component,Minor,Manual Testing,368.94,strap,3,I-104,1,175,159,8,8,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.771
528,8,Functional,02/09/2026,Internal,Minor,Automated Testing,997.03,case,2,I-103,1,467,400,26,41,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8134
529,54,Structural,09/02/2025,Surface,Minor,Manual Testing,496.1,case,1,I-104,1,274,210,3,61,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8621
530,98,Functional,10/03/2025,Surface,Critical,Automated Testing,798.12,case,3,I-101,1,208,170,24,14,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7446
531,82,Cosmetic,10/09/2025,Internal,Critical,Visual Inspection,572.74,dial,2,I-101,1,282,260,4,18,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7716
532,6,Structural,10/11/2025,Surface,Critical,Manual Testing,53.77,movement,1,I-104,1,291,206,38,47,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8475
533,49,Cosmetic,12/03/2025,Surface,Minor,Visual Inspection,369.83,dial,1,I-102,0,164,150,4,10,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8475
534,14,Cosmetic,12/11/2025,Surface,Minor,Visual Inspection,398.17,dial,1,I-104,1,436,334,14,88,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8685
535,88,Structural,11/20/2025,Internal,Critical,Automated Testing,825.57,strap,1,I-104,0,370,273,28,69,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8019
536,8,Functional,01/12/2026,Internal,Critical,Automated Testing,201.88,case,3,I-101,1,199,145,22,32,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7446
537,91,Cosmetic,02/12/2026,Component,Critical,Visual Inspection,47.47,movement,3,I-103,0,131,92,3,36,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7794
538,1,Structural,01/10/2026,Component,Moderate,Automated Testing,856.33,strap,2,I-101,1,451,381,32,38,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.6744
539,15,Cosmetic,01/11/2026,Internal,Moderate,Manual Testing,497.65,dial,2,I-103,0,227,172,17,38,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8216
540,20,Cosmetic,10/15/2025,Internal,Minor,Manual Testing,908.53,case,2,I-101,1,468,457,18,-7,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.7618
541,16,Cosmetic,12/29/2025,Component,Critical,Manual Testing,371.88,strap,1,I-104,1,438,377,11,50,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8019
542,49,Functional,02/24/2026,Surface,Moderate,Manual Testing,960.15,case,1,I-101,0,142,104,18,20,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7781
543,76,Structural,11/17/2025,Component,Minor,Visual Inspection,73.55,strap,3,I-101,0,471,420,37,14,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.6538
544,56,Cosmetic,09/12/2025,Component,Minor,Automated Testing,615.43,case,1,I-101,1,177,168,2,7,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7781
545,21,Structural,02/16/2026,Component,Minor,Visual Inspection,619.02,dial,1,I-104,1,413,375,50,-12,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8685
546,17,Functional,09/15/2025,Component,Minor,Manual Testing,677.64,movement,1,I-104,1,388,279,57,52,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8475
547,10,Cosmetic,10/26/2025,Surface,Moderate,Visual Inspection,684.16,dial,2,I-104,1,369,350,34,-15,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8576
548,90,Functional,11/25/2025,Internal,Critical,Automated Testing,536.37,movement,2,I-104,0,261,240,21,0,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8352
549,8,Cosmetic,09/22/2025,Surface,Minor,Visual Inspection,47.22,case,3,I-103,1,288,214,38,36,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.799
550,27,Structural,01/25/2026,Surface,Minor,Automated Testing,704.44,strap,1,I-103,1,346,247,49,50,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7558
551,87,Functional,12/15/2025,Surface,Minor,Automated Testing,512.02,dial,1,I-102,1,487,416,56,15,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8475
552,93,Structural,02/03/2026,Component,Minor,Automated Testing,36.04,movement,3,I-104,1,315,234,22,59,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8221
553,12,Functional,09/10/2025,Surface,Critical,Manual Testing,811.65,dial,1,I-103,1,414,386,38,-10,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8347
554,30,Functional,09/28/2025,Internal,Critical,Automated Testing,900.37,movement,1,I-101,1,438,350,47,41,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7571
555,4,Functional,11/05/2025,Component,Minor,Automated Testing,644.51,dial,2,I-104,0,489,467,18,4,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8576
556,71,Functional,10/12/2025,Surface,Minor,Visual Inspection,355.85,movement,3,I-102,1,476,408,34,34,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7955
557,97,Functional,11/02/2025,Internal,Minor,Manual Testing,945.18,movement,3,I-102,1,267,200,33,34,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7955
558,12,Structural,12/13/2025,Internal,Minor,Visual Inspection,201.79,case,3,I-102,1,438,323,44,71,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8139
559,17,Cosmetic,10/27/2025,Internal,Minor,Manual Testing,73.0,movement,3,I-101,0,292,251,19,22,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7216
560,94,Cosmetic,09/09/2025,Surface,Moderate,Manual Testing,769.57,case,2,I-103,0,382,348,39,-5,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8134
561,45,Functional,11/26/2025,Surface,Moderate,Automated Testing,930.11,movement,2,I-101,1,435,399,11,25,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7398
562,72,Cosmetic,09/15/2025,Internal,Moderate,Manual Testing,554.98,strap,1,I-104,1,489,380,32,77,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8019
563,56,Functional,10/14/2025,Component,Minor,Automated Testing,826.59,strap,1,I-102,1,112,84,13,15,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7731
564,93,Functional,10/19/2025,Surface,Critical,Manual Testing,362.82,strap,1,I-101,1,339,238,13,88,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.6943
565,58,Structural,09/15/2025,Surface,Minor,Manual Testing,946.8,movement,1,I-101,0,419,372,15,32,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7571
566,96,Cosmetic,10/18/2025,Internal,Minor,Automated Testing,192.28,case,2,I-103,1,246,177,35,34,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8134
567,38,Functional,12/04/2025,Internal,Critical,Automated Testing,383.41,case,3,I-103,1,303,247,11,45,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.799
568,62,Structural,11/18/2025,Surface,Minor,Automated Testing,132.83,movement,2,I-102,1,179,155,8,16,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.81
569,97,Functional,01/13/2026,Component,Critical,Automated Testing,904.32,strap,1,I-101,0,478,460,69,-51,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.6943
570,12,Cosmetic,11/21/2025,Internal,Critical,Visual Inspection,944.63,strap,2,I-101,1,142,111,16,15,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.6744
571,47,Functional,12/19/2025,Surface,Critical,Manual Testing,524.5,case,3,I-103,0,188,144,20,24,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.799
572,73,Structural,10/18/2025,Internal,Critical,Visual Inspection,976.75,strap,3,I-101,1,247,218,31,-2,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.6538
573,46,Cosmetic,10/28/2025,Internal,Critical,Visual Inspection,508.94,dial,2,I-101,0,194,169,5,20,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7716
574,5,Functional,09/21/2025,Component,Critical,Visual Inspection,565.86,case,2,I-101,1,250,198,27,25,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7618
575,72,Functional,11/06/2025,Component,Minor,Visual Inspection,151.62,strap,2,I-103,1,101,96,8,-3,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7384
576,99,Structural,12/10/2025,Surface,Critical,Automated Testing,394.88,case,1,I-102,1,475,444,59,-28,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8402
577,1,Functional,12/21/2025,Surface,Critical,Visual Inspection,404.22,dial,2,I-104,1,121,92,9,20,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8576
578,26,Structural,02/08/2026,Component,Minor,Visual Inspection,564.82,case,2,I-102,1,470,360,45,65,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8275
579,100,Structural,12/12/2025,Internal,Minor,Manual Testing,722.21,case,2,I-104,1,412,347,31,34,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8508
580,15,Structural,11/03/2025,Internal,Moderate,Visual Inspection,16.05,case,3,I-101,1,427,391,32,4,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7446
581,9,Functional,02/19/2026,Internal,Moderate,Manual Testing,666.31,case,3,I-102,1,106,75,12,19,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8139
582,80,Cosmetic,02/07/2026,Component,Moderate,Automated Testing,346.73,dial,1,I-104,1,305,272,29,4,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8685
583,86,Structural,02/28/2026,Internal,Moderate,Automated Testing,138.42,movement,1,I-103,1,474,417,46,11,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8095
584,42,Structural,02/28/2026,Component,Minor,Visual Inspection,663.53,case,3,I-103,1,213,162,15,36,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.799
585,19,Structural,01/31/2026,Surface,Critical,Automated Testing,150.78,case,3,I-102,1,371,330,31,10,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8139
586,97,Cosmetic,11/10/2025,Surface,Critical,Automated Testing,503.25,strap,3,I-102,1,182,175,20,-13,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7391
587,68,Structural,10/04/2025,Surface,Moderate,Manual Testing,576.57,case,2,I-101,0,278,198,34,46,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7618
588,40,Structural,10/27/2025,Surface,Moderate,Visual Inspection,204.6,strap,2,I-102,0,309,243,33,33,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7565
589,8,Structural,11/02/2025,Internal,Moderate,Visual Inspection,410.72,movement,3,I-101,1,427,351,59,17,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.7216
590,90,Structural,10/18/2025,Component,Minor,Manual Testing,50.38,dial,2,I-101,0,223,212,27,-16,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7716
591,90,Functional,10/10/2025,Surface,Moderate,Manual Testing,400.31,dial,2,I-103,1,212,205,18,-11,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8216
592,7,Structural,01/31/2026,Internal,Minor,Automated Testing,301.7,movement,1,I-103,1,111,91,11,9,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8095
593,73,Functional,02/22/2026,Surface,Moderate,Visual Inspection,64.74,dial,3,I-104,1,225,204,31,-10,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.846
594,96,Cosmetic,09/14/2025,Surface,Moderate,Automated Testing,485.27,movement,3,I-103,0,152,129,14,9,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7794
595,60,Cosmetic,02/20/2026,Surface,Moderate,Automated Testing,194.44,movement,2,I-103,1,430,365,53,12,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7948
596,74,Structural,02/15/2026,Internal,Moderate,Automated Testing,891.01,movement,3,I-102,1,488,379,51,58,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7955
597,26,Cosmetic,12/19/2025,Internal,Critical,Automated Testing,267.51,dial,1,I-103,1,382,290,33,59,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8347
598,50,Functional,02/07/2026,Component,Critical,Automated Testing,151.43,strap,1,I-104,0,239,186,10,43,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8019
599,36,Functional,12/20/2025,Internal,Critical,Manual Testing,297.76,movement,1,I-102,1,489,418,34,37,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8238
600,46,Cosmetic,12/21/2025,Component,Critical,Manual Testing,663.35,case,3,I-104,1,196,138,28,30,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8387
601,46,Structural,12/24/2025,Internal,Moderate,Visual Inspection,927.75,dial,3,I-103,1,104,99,10,-5,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8077
602,74,Cosmetic,10/11/2025,Surface,Moderate,Visual Inspection,283.6,movement,3,I-104,1,156,116,13,27,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8221
603,45,Structural,11/20/2025,Surface,Moderate,Manual Testing,919.65,movement,3,I-102,1,433,329,60,44,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7955
604,100,Functional,11/24/2025,Surface,Critical,Visual Inspection,302.29,case,3,I-101,1,168,141,15,12,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7446
605,63,Functional,01/26/2026,Surface,Moderate,Automated Testing,309.53,strap,1,I-104,1,217,195,18,4,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8019
606,63,Structural,12/13/2025,Surface,Minor,Manual Testing,478.6,strap,2,I-104,1,475,345,55,75,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7869
607,75,Cosmetic,01/29/2026,Component,Minor,Visual Inspection,419.58,strap,1,I-102,1,158,124,17,17,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7731
608,5,Cosmetic,11/24/2025,Surface,Minor,Automated Testing,685.3,movement,3,I-102,1,132,128,4,0,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7955
609,5,Structural,01/05/2026,Internal,Critical,Visual Inspection,390.64,movement,1,I-104,1,417,322,31,64,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8475
610,81,Cosmetic,01/11/2026,Internal,Minor,Manual Testing,837.9,movement,3,I-103,1,149,117,11,21,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7794
611,80,Functional,09/20/2025,Internal,Minor,Manual Testing,67.82,dial,3,I-104,1,467,436,29,2,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.846
612,56,Structural,12/13/2025,Internal,Minor,Manual Testing,21.12,case,1,I-102,1,118,84,9,25,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8402
613,68,Structural,09/08/2025,Surface,Moderate,Visual Inspection,700.72,movement,3,I-101,1,313,259,21,33,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7216
614,67,Cosmetic,09/18/2025,Surface,Critical,Manual Testing,893.3,case,2,I-101,1,296,238,11,47,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7618
615,53,Cosmetic,11/01/2025,Surface,Moderate,Automated Testing,736.75,case,3,I-103,1,478,376,32,70,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.799
616,81,Functional,11/08/2025,Internal,Critical,Manual Testing,803.54,strap,2,I-104,1,146,113,2,31,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7869
617,47,Functional,11/22/2025,Internal,Moderate,Automated Testing,21.17,dial,2,I-101,1,266,193,24,49,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7716
618,92,Functional,10/30/2025,Component,Minor,Manual Testing,678.59,movement,3,I-104,0,388,305,50,33,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8221
619,87,Functional,10/19/2025,Component,Moderate,Automated Testing,220.01,strap,1,I-102,1,240,170,26,44,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7731
620,51,Cosmetic,10/04/2025,Internal,Critical,Manual Testing,251.67,strap,2,I-101,0,183,168,11,4,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.6744
621,61,Structural,12/10/2025,Surface,Critical,Manual Testing,808.85,movement,1,I-103,1,281,228,6,47,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8095
622,87,Structural,09/06/2025,Internal,Minor,Manual Testing,537.35,case,2,I-102,0,490,403,18,69,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8275
623,8,Cosmetic,12/06/2025,Component,Moderate,Manual Testing,178.3,strap,3,I-103,1,178,169,15,-6,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7202
